"","X","Y","time","velocity","fuel"
"1",144.22327484,-37.3956682999,0,0.711224974015089,66.666640325001
"2",144.2232766002,-37.3956685513,1,0.320039877946021,66.6664980850552
"3",144.2232686374,-37.3956631869,13,0.152712306821702,66.6663962768507
"4",144.2232652009,-37.3956572358,31,0.39099513853672,66.6662080199321
"5",144.2232543044,-37.3956637736,44,0.0696815686869417,66.6661744695472
"6",144.2232560646,-37.3956623487,57,0.32521544629777,66.6659937942992
"7",144.2232445814,-37.3956582416,72,0.588075862659497,66.6656235243116
"8",144.2232693918,-37.3956552241,89,0.462546027454317,66.6654864736368
"9",144.2232722417,-37.3956640251,97,1.37976878561386,66.6652309608988
"10",144.2232874967,-37.3956559785,102,0.613223900250697,66.6650492649283
"11",144.2232823838,-37.3956671264,110,0.970771672541773,66.66483353789
"12",144.2232882511,-37.3956804536,116,0.424560317358449,66.6645819465908
"13",144.2233040929,-37.3956743348,132,1.83903835318423,66.6641051588696
"14",144.2232812941,-37.3956970498,139,0.753770052498393,66.6638539021854
"15",144.2232649494,-37.395701576,148,0.424458938791468,66.6637595779768
"16",144.2232709005,-37.3957038391,154,0.268370235121157,66.6636104834018
"17",144.2232809588,-37.3957035039,169,0.0876873923195576,66.6635715112274
"18",144.2232832219,-37.3957021628,181,3.43805213158987,66.6633168406991
"19",144.2232837249,-37.3957193457,183,2.43809714728753,66.6626847414387
"20",144.2232558131,-37.3956870753,190,1.26388073045843,66.6622166374645
"21",144.2232507002,-37.3956558947,200,0.431316606553781,66.662040915884
"22",144.2232464254,-37.3956669588,211,0.863010827750807,66.6617532456081
"23",144.2232638597,-37.3956755083,220,1.37795648454813,66.6611408205039
"24",144.2232873291,-37.3957095388,232,0.397146933712228,66.6610231473383
"25",144.2232794501,-37.395708533,240,0.728271312821093,66.6605646061414
"26",144.2232638597,-37.3957352713,257,0.486477831370742,66.6604024468642
"27",144.2232736666,-37.3957304098,266,0.896008290809332,66.660103777434
"28",144.223266542,-37.3957115505,275,1.88875678897156,66.6593342839274
"29",144.2232729122,-37.3957630992,286,0.385116012342253,66.6591916483672
"30",144.2232802045,-37.3957693856,296,1.44857229662449,66.6585478384576
"31",144.2232574895,-37.3957323376,308,1.17601712016256,66.6579380518027
"32",144.2232644465,-37.395772906,322,0.752276292373235,66.6576315688688
"33",144.2232518736,-37.3957893346,333,1.84441582906898,66.6567435168029
"34",144.2232676316,-37.3957314994,346,1.57059784351887,66.6563363247694
"35",144.2232946213,-37.3957263026,353,1.94736290668822,66.6555429546963
"36",144.2232917715,-37.3957797792,364,2.30183794735249,66.6545199156086
"37",144.2232237943,-37.3957919329,376,1.99383664004134,66.6536337659908
"38",144.2232570704,-37.3957422283,388,2.12990134531795,66.6528449136407
"39",144.2233085353,-37.3957285658,398,1.73380467061846,66.6520743337871
"40",144.2232598364,-37.3957102932,410,2.46323087709976,66.6511620260549
"41",144.2232161667,-37.3957537115,420,0.941351052662836,66.6507436478093
"42",144.2232279852,-37.3957793601,432,0.504099001300539,66.6505196038087
"43",144.2232169211,-37.3957896698,444,0.984760737201978,66.6501548776097
"44",144.2231963854,-37.3957760911,454,1.67640351195739,66.6494098093822
"45",144.223242905,-37.3957952019,466,0.36132221657416,66.6493027509476
