"","X","Y","time","velocity","fuel"
"1",110.4239839,-7.02045528,0,54.9066589774352,83.3310709756255
"2",110.4240868,-7.02036443,1,56.469596917408,83.3287442190858
"3",110.4241914,-7.02026962,2,55.9892453977447,83.3264372548079
"4",110.4242935,-7.02017387,3,52.4578941229523,83.3242757952815
"5",110.424397,-7.02009333,4,36.2082863437224,83.3227838797794
"6",110.42446,-7.02002833,5,61.0226077450372,83.3202695223306
"7",110.4245725,-7.01992529,6,52.5466967974874,83.3181044038052
"8",110.4246743,-7.01984226,7,53.5402653710354,83.3158983465746
"9",110.4247801,-7.01976027,8,41.2848904064823,83.3141972561828
"10",110.4248422,-7.01967783,9,40.8540169873454,83.3125139193718
"11",110.4249267,-7.01962046,10,42.4061740791746,83.3107666279398
"12",110.4249992,-7.01954311,11,34.7575916287468,83.3093344864329
"13",110.4250568,-7.01947805,12,18.7810559885369,83.3085606373667
"14",110.4250768,-7.01943557,13,52.2829148392974,83.3064063876349
"15",110.4251665,-7.0193405,14,26.7446356516547,83.3053044095918
"16",110.4251087,-7.01930689,15,15.6434477027124,83.3046598416078
"17",110.4251381,-7.0192811,16,49.283005754149,83.3026291992411
"18",110.4252431,-7.01921664,17,57.4835628667042,83.3002606635489
"19",110.4253571,-7.01912914,18,43.2773642437981,83.2984774758555
"20",110.4254498,-7.01907335,19,34.203274698898,83.2970681742591
"21",110.4254884,-7.01899705,20,37.6218406756499,83.2955180150831
"22",110.4255644,-7.01894164,21,36.3811194988393,83.2925199413466
"23",110.4257078,-7.01882972,23,35.2402063549029,83.2910679143255
"24",110.4257732,-7.01877069,24,48.543658536661,83.2890677358025
"25",110.4258799,-7.01871287,25,43.7628754094726,83.2872645432509
"26",110.4259593,-7.0186376,26,18.4177171231411,83.2865056650917
"27",110.4259767,-7.01859497,27,30.7460993280506,83.2852388119249
"28",110.4260278,-7.01853755,28,50.2224357856948,83.2831694615615
"29",110.4261421,-7.01848559,29,45.1535409018331,83.281308968441
"30",110.4262235,-7.01840738,30,30.7588662973053,83.2800415892278
"31",110.4262598,-7.01833959,31,57.3731489804471,83.2753136167656
"32",110.4264954,-7.01817593,33,71.5375387927816,83.2723660052135
"33",110.4266568,-7.01809889,34,51.2040210913104,83.2702562099
"34",110.4267447,-7.01800583,35,47.6834287364563,83.2682914760307
"35",110.4268349,-7.01792789,36,56.8714234031441,83.2659481627516
"36",110.4269441,-7.01783684,37,52.6061511231584,83.2616130262239
"37",110.4271538,-7.01767806,39,38.6783091659448,83.2600193366332
"38",110.4272503,-7.01768421,40,29.1371600542176,83.2588187777236
"39",110.4273185,-7.01765862,41,35.4893868098013,83.2573564835449
"40",110.427395,-7.01761368,42,15.0813240775718,83.2567350771361
"41",110.4274229,-7.01758832,43,41.2291789872379,83.2550362822612
"42",110.4275158,-7.01763297,44,23.6325258073952,83.2530887870789
"43",110.4275959,-7.0175461,46,32.8624050229825,83.2517347342794
"44",110.427652,-7.01748608,47,27.7208660771481,83.2505925319271
"45",110.4276907,-7.01742859,48,28.3274919482934,83.2494253343422
"46",110.4277404,-7.01737814,49,43.7846665366885,83.2476212439154
"47",110.4278191,-7.01730206,50,27.9855279753728,83.2464681365128
"48",110.4278621,-7.01724687,51,60.7572382525792,83.24396471327
"49",110.427993,-7.01716982,52,29.459481597187,83.242750873519
"50",110.4280555,-7.01713086,53,27.2343794479743,83.2416287162176
"51",110.4281018,-7.01708094,54,37.0003814033278,83.2401041634654
"52",110.4281159,-7.01698952,55,24.4220637959102,83.2390978839849
"53",110.428163,-7.01695067,56,33.8715033021499,83.2377022525988
"54",110.4282248,-7.01689278,57,31.8435214136554,83.2363901815776
"55",110.428276,-7.01683182,58,21.6406677345476,83.234606830255
"56",110.4283416,-7.01674577,60,42.2763330497996,83.2328648887544
"57",110.4284078,-7.01666338,61,13.3217566399236,83.232315983041
"58",110.4284294,-7.01663803,62,72.5804553325299,83.2293253994648
"59",110.4282581,-7.01669787,63,51.3391571408528,83.2272100360455
"60",110.4282314,-7.01657233,64,83.3655738081108,83.2237750656433
"61",110.4284398,-7.01657474,65,47.6559039743934,83.2218114658962
"62",110.4285317,-7.01649892,66,73.7166845725741,83.218774065467
"63",110.4287092,-7.01644935,67,53.2530917053258,83.2165798408551
"64",110.4288245,-7.01638279,68,34.8563672188121,83.215143629428
"65",110.4289068,-7.01635415,69,35.7304488642196,83.2136714025998
"66",110.428986,-7.01631284,70,35.5454188335043,83.2122067996942
"67",110.4290652,-7.01627254,71,39.5186890462247,83.21057848334
"68",110.4291629,-7.01625786,72,35.2826266626621,83.2091247084451
"69",110.4292463,-7.01622914,73,34.9617484666672,83.2076841549203
"70",110.4293285,-7.01619943,74,41.0880539323927,83.2059911749203
"71",110.4294226,-7.01615824,75,35.2087043815604,83.2045404458972
"72",110.4295048,-7.01612676,76,34.7295000801232,83.2031094618661
"73",110.4295875,-7.01610032,77,34.9018509542723,83.2016713763406
"74",110.4296691,-7.01606942,78,28.9832227362136,83.2004771602186
"75",110.4297415,-7.01607232,79,36.4854741508868,83.1989738235522
"76",110.4298291,-7.0160469,80,30.5089353436301,83.19771674242
"77",110.4299044,-7.01603476,81,36.4185666931741,83.1962161625887
"78",110.4298723,-7.01611996,82,48.2800954451201,83.1942268438412
"79",110.4299919,-7.01613622,83,36.5076301083357,83.1927225942673
"80",110.4299485,-7.01621651,84,47.1627460521301,83.1868927548247
"81",110.430301,-7.01624587,87,90.9362815180831,83.1831458432251
"82",110.430129,-7.01609721,88,93.549128827328,83.1792912726392
"83",110.4303556,-7.01603934,89,18.3561651777002,83.1785349306481
"84",110.4303708,-7.01599604,90,36.4122750720273,83.1770346100548
"85",110.4304453,-7.01594373,91,135.87209049538,83.1714361766964
"86",110.4307733,-7.01585542,92,38.8374913729534,83.1698359282093
"87",110.4308299,-7.01577653,93,63.2811170566727,83.1672285118121
"88",110.4308769,-7.01562547,94,36.7589164133687,83.1657139083117
"89",110.4309629,-7.01559308,95,36.6233632563021,83.1642048901034
"90",110.431042,-7.01554697,96,21.5569604534898,83.1633166634922
"91",110.4310717,-7.015502,97,39.5117863938704,83.1616886315528
"92",110.4311454,-7.01543623,98,21.6309408022981,83.1607973566772
"93",110.431166,-7.01538623,99,37.9610526231464,82.9903065365396
"94",110.4319256,-7.00506977,208,38.125034084749,82.9887356439314
"95",110.4318394,-7.0050291,209,20.1044074780706,82.9879072678826
"96",110.431799,-7.005059,210,30.8351809446539,82.9866367442233
"97",110.431874,-7.00507682,211,37.1431789718182,82.9851063076823
"98",110.4319668,-7.00507354,212,2.44883645816654,82.9849045054186
"99",110.4319764,-7.00506594,214,5.02172719488148,82.9846975916592
"100",110.4319861,-7.00505797,215,19.3312993880991,82.983901070527
"101",110.4319524,-7.00502333,216,9.49150693933371,82.9835099852874
"102",110.431932,-7.00501121,217,2.71646829444386,82.9833980567327
"103",110.4319336,-7.00501781,218,6.57024687744316,82.9831273382271
"104",110.431943,-7.00503128,219,4.50669901277743,82.9829416455363
"105",110.431946,-7.00504214,220,5.04904109854397,82.9827336063429
"106",110.4319543,-7.00505165,221,11.7950199651845,82.982247607835
"107",110.4319833,-7.00505699,222,13.1469235958092,82.9817059058906
"108",110.4320158,-7.00506189,223,13.3511851152627,82.981155787615
"109",110.4320491,-7.00506417,224,7.11772548064617,82.9808625109633
"110",110.4320646,-7.00507291,225,4.88498761181813,82.9806612313811
"111",110.432076,-7.00507729,226,4.58775587997479,82.9804721988472
"112",110.4320867,-7.00508142,227,3.54558880953538,82.9803261074564
"113",110.4320948,-7.00508502,228,1.93702452126611,82.9802462948719
"114",110.4320921,-7.00508904,229,4.28018691165778,82.9800699353186
"115",110.4320818,-7.00509194,230,3.12886177651198,82.9799410146251
"116",110.4320745,-7.00509475,231,3.00555219284543,82.979817174743
"117",110.4320672,-7.00509653,232,4.39165754743766,82.9796362221867
"118",110.4320565,-7.00509899,233,6.84589337073875,82.9793541460246
"119",110.4320394,-7.00509828,234,4.70816142396749,82.9791601523363
"120",110.4320286,-7.0050936,235,6.7432929630895,82.9788823036911
"121",110.4320118,-7.0050922,236,6.03796124723099,82.9786335173249
"122",110.4319968,-7.00509389,237,1.69282722018134,82.9785637665737
"123",110.4319934,-7.00509137,238,1.73011444975814,82.9784924794506
"124",110.4319966,-7.00508846,239,1.36526041421633,82.978436225665
"125",110.4319972,-7.0050851,240,1.09424677092928,82.9783911386453
"126",110.4319954,-7.00508304,241,4.19885889605519,82.9782181301074
"127",110.4319855,-7.00508653,242,1.76085887847329,82.9781455761999
"128",110.431982,-7.0050892,243,3.85958339913891,82.9779865470691
"129",110.4319742,-7.00509488,244,0.162431525846428,82.9779798542887
"130",110.4319738,-7.00509481,245,0.376701473563754,82.9779643327928
"131",110.4319731,-7.00509544,246,6.81346432141184,82.9776835928277
"132",110.4319887,-7.0050886,247,6.06769280443904,82.9774335814112
"133",110.4320027,-7.00508276,248,1.70383567537956,82.9773633770709
"134",110.4320069,-7.00508347,249,3.28239912255538,82.97722813007
"135",110.4320148,-7.00508569,250,4.37775467645946,82.9770477503634
"136",110.4320229,-7.00509305,251,3.76738848525941,82.9768925200045
"137",110.4320289,-7.00510031,252,2.71011143421888,82.976780853376
"138",110.4320336,-7.00510519,253,5.35104326375776,82.9765603705748
"139",110.432046,-7.00511021,254,3.74363459838061,82.9764061189641
"140",110.4320553,-7.00510916,255,2.44577676548699,82.9763053439029
"141",110.4320614,-7.00510958,256,1.94164878707636,82.9762253407816
"142",110.4320658,-7.00511163,257,1.37405094204546,82.9761687247937
"143",110.4320686,-7.00511362,258,1.51168780263624,82.9761064376574
"144",110.432072,-7.00511197,259,0.467999999997914,82.9760871543241
"145",110.432072,-7.0051108,260,0.947662390292612,82.9760481071237
"146",110.43207,-7.00511207,261,0.302416928425735,82.9760356464262
"147",110.4320694,-7.00511253,262,0.459234145270262,82.9760167242786
"148",110.4320701,-7.00511344,263,1.33206606678706,82.975961838223
"149",110.4320676,-7.00511564,264,2.46412986610804,82.9758603069461
"150",110.4320623,-7.00511878,265,1.18511433836774,82.9758114758461
"151",110.4320598,-7.00512037,266,0.530298031309171,82.9757896256031
"152",110.4320587,-7.00512111,267,0.579599864973149,82.975765743942
"153",110.43206,-7.00512047,268,1.75683351355032,82.9756933558945
"154",110.4320639,-7.00511845,269,1.39237351126803,82.9756359849489
"155",110.4320671,-7.00511708,270,0.569406711735241,82.9756125232834
"156",110.4320684,-7.0051165,271,0.142042250955398,82.9756066706166
"157",110.4320681,-7.00511669,272,0.0119999999270703,82.9756061761722
"158",110.4320681,-7.00511672,273,0.0119999999270703,82.9756056817277
"159",110.4320681,-7.00511675,274,0.0620967008563486,82.9756005644996
"160",110.4320684,-7.00511667,276,0.00799999995138023,82.97560023487
"161",110.4320684,-7.00511665,277,0.00799999995138023,82.9755999052403
"162",110.4320684,-7.00511663,278,0.0407921537705957,82.9755982244525
"163",110.4320685,-7.00511661,279,43.7131661631511,82.973797080106
"164",110.4320862,-7.00500877,280,24.9600320512649,82.9727686343409
"165",110.4320861,-7.00494637,281,27.8342295735756,82.9704748876446
"166",110.4321578,-7.00482709,283,42.7557208341203,82.9687131935917
"167",110.4321735,-7.00472136,284,27.7914545136649,82.9675680827344
"168",110.4321953,-7.00465539,285,35.1402620361222,82.9661201737894
"169",110.4322091,-7.00456863,286,39.3512642753271,82.9644987559558
"170",110.4322763,-7.00449678,287,33.8862511361962,82.9631025169044
"171",110.4323265,-7.00442854,288,37.939036571863,82.9615392880827
"172",110.4323277,-7.0043337,289,29.5316998484227,82.9603224726723
"173",110.4323986,-7.00431311,290,31.017044088426,82.9590444555779
"174",110.4324288,-7.00424169,291,29.2582432840193,82.9578389075907
"175",110.4324586,-7.00417489,292,30.0052158120773,82.9566025815688
"176",110.4324946,-7.00410908,293,28.2539537761955,82.955438414029
"177",110.4325231,-7.00404445,294,32.3534341919447,82.9541053327128
"178",110.4325566,-7.00397083,295,27.3584397238345,82.9529780636686
"179",110.4326017,-7.00391941,296,25.9759177686001,82.9519077596494
"180",110.4326401,-7.00386704,297,29.8779354052284,82.9506766780517
"181",110.4326934,-7.00381471,298,25.4378690922117,82.9485804092098
"182",110.4327816,-7.00372307,300,16.3236541253494,82.9472352191939
"183",110.4327877,-7.00364168,302,19.9880060029181,82.946411639317
"184",110.4328022,-7.00359386,303,23.0226823811143,82.9445143997504
"185",110.4328622,-7.00349562,305,28.3992394262131,82.9433442459036
"186",110.4328675,-7.00342482,306,3.36894998494652,82.9432054326867
"187",110.4328673,-7.0034164,307,13.8400005749243,82.9426351734037
"188",110.4328327,-7.00341641,308,18.8751536147732,82.9418574471668
"189",110.4328562,-7.00337549,309,12.142160596538,82.9413571451793
"190",110.4328781,-7.00335447,310,11.2091598252371,82.9408952862791
"191",110.432898,-7.00333474,311,19.7455834075178,82.9400816951109
"192",110.4329472,-7.00333876,312,30.9392809226334,82.9388068821469
"193",110.432935,-7.00326238,313,13.2016992839466,82.9382629232413
"194",110.432927,-7.00323036,314,19.6810442837781,82.937451991324
