"","X","Y","time","velocity","fuel"
"1",115.2831768,-8.5991763,0,31.1210269280047,41.6620561441588
"2",115.283181862906,-8.59886513091624,4,6.06612462505304,41.6575627185106
"3",115.282944152132,-8.59867674764246,24,25.2661466534932,41.6528838024637
"4",115.282924287021,-8.59836154617369,29,27.6555620650355,41.6487866821577
"5",115.282907020301,-8.59808553010225,33,29.5643059684634,41.6444067849772
"6",115.282886317,-8.59779061283916,37,27.1535695770417,41.6403840339288
"7",115.282867792994,-8.59751970972866,41,28.27718393163,41.6361948214945
"8",115.282857818529,-8.59723711386323,45,20.5637117760707,41.6316251077664
"9",115.282856812701,-8.59692865982652,51,14.5266545081769,41.6273209138381
"10",115.282843401656,-8.5966384364292,59,9.21545264428122,41.6232251571073
"11",115.282808532938,-8.59636418055743,71,9.85389677863255,41.6188456474279
"12",115.282791517675,-8.59606905374676,83,12.6743579342204,41.6146208614498
"13",115.282788081095,-8.59578390140086,92,19.7173420026763,41.6102392298937
"14",115.282813981175,-8.59548927750438,98,11.5291983426005,41.6059691564335
"15",115.282865194604,-8.59520563390106,108,17.3123123999988,41.6014807791446
"16",115.282830325887,-8.59490468166769,115,16.4568306357096,41.5972141934242
"17",115.282815741375,-8.59461705666035,122,27.8808688553138,41.5930836943345
"18",115.282788584009,-8.59433957375586,126,28.713684763023,41.5888298151104
"19",115.282745836303,-8.59405563678592,130,24.4152267648059,41.5843084768206
"20",115.282740471885,-8.59375049360096,135,33.7277462314545,41.5793117736752
"21",115.282733431086,-8.59341328963637,139,38.6695585970178,41.5750151560533
"22",115.282724630088,-8.59312340151519,142,40.8667404215337,41.5704744071176
"23",115.28269671835,-8.59281817451119,145,43.6840137200298,41.5656206278154
"24",115.282688336447,-8.59249065164477,148,44.0458090003418,41.5607266490376
"25",115.282670650631,-8.59216078184545,151,45.9343116518678,41.5556228366318
"26",115.282643660903,-8.591817333363,154,46.3961649973796,41.5504677071876
"27",115.282607115805,-8.59147128649056,157,46.0933973173592,41.5453462185968
"28",115.28256772086,-8.59112783800811,160,44.9699620371215,41.5403495561482
"29",115.282546011731,-8.59079126268625,163,42.534797905741,41.5356234674921
"30",115.282517764717,-8.59047350473702,166,43.9591289432903,41.5307391198317
"31",115.282489098608,-8.59014505986124,169,45.3086997482031,41.5257048198597
"32",115.28246822767,-8.58980588614941,172,35.53109417734,41.5204409540556
"33",115.282457247376,-8.58945074491203,176,65.8751709132598,41.5155613117657
"34",115.282454816625,-8.5891213780269,178,33.7075940743796,41.5105675941251
"35",115.282442998141,-8.58878450933844,182,44.6759478827591,41.5056035999159
"36",115.282441573218,-8.58844944275916,185,43.8446678748852,41.500731970152
"37",115.282414667308,-8.58812171034515,188,39.9737031028859,41.496290447585
"38",115.282408380881,-8.58782197348773,191,41.8347798750141,41.49164213871
"39",115.282401842996,-8.58750828076154,194,41.5638245117431,41.4870239359865
"40",115.282396394759,-8.58719659969211,197,42.4997343184834,41.4823017432844
"41",115.282373512164,-8.58687867410481,200,40.0896610145488,41.4778473365051
"42",115.282346354797,-8.58657923061401,203,33.9987725650415,41.4728104813102
"43",115.28232540004,-8.58623988926411,207,31.0117878235486,41.4682161423734
"44",115.282315593213,-8.58592992648482,211,34.9022488310349,41.4630454388429
"45",115.282293967903,-8.58558157458901,215,39.5801104446865,41.4586476487935
"46",115.282295811921,-8.58528472948819,218,42.5795137117487,41.4539165917144
"47",115.282273935154,-8.58496613334864,221,41.4556397549578,41.4493104095194
"48",115.282250130549,-8.58465612865984,224,41.9343922928338,41.444651032598
"49",115.282238144428,-8.58434184920043,227,44.6129879256273,41.4396940339396
"50",115.282219201326,-8.58400778844953,230,44.7374927898706,41.4347232014074
"51",115.282179554924,-8.58367460779846,233,46.5203774596654,41.4295542705785
"52",115.282131861895,-8.58332898002118,236,47.4974841586871,41.4242767723387
"53",115.28206656687,-8.58297878410667,239,43.6645953070393,41.4194251506379
"54",115.281944191083,-8.58267502393574,242,40.0926264625542,41.4149704143643
"55",115.281766494736,-8.58243245165795,245,42.9886803592806,41.4101938943243
"56",115.281523671001,-8.5822203475982,248,45.2841503576847,41.4051623220624
"57",115.281254695728,-8.58201297931373,251,47.3135232205628,41.3999052639267
"58",115.280983373523,-8.5817842790857,254,47.3060265625136,41.3946490387531
"59",115.280695790425,-8.58157649170607,257,45.9310306186575,41.3895455909066
"60",115.280392281711,-8.58141354750842,260,46.9212893726958,41.3843321143096
"61",115.280043426901,-8.58136727940291,263,47.2292383074656,41.3790844211644
"62",115.279691303149,-8.58140575233847,266,50.3986752972924,41.3734845683536
"63",115.279316296801,-8.5814531520009,269,47.2295308939046,41.3682368426987
"64",115.27896752581,-8.58151505235583,272,32.757483782141,41.3633838821384
"65",115.278645660728,-8.58157594688237,276,2.71357749164858,41.3591627615958
"66",115.278367046267,-8.58163558412343,318,16.6163568729273,41.3548548172213
"67",115.278083570302,-8.58157079201192,325,18.2279720677243,41.3501290466853
"68",115.277928840369,-8.58129184227437,332,29.546326679304,41.3457518131031
"69",115.277857426554,-8.58100513927639,336,36.7083418343888,41.3416731084549
"70",115.277807889506,-8.58073431998491,339,37.6547200285373,41.3374892506739
"71",115.27775558643,-8.5804567951709,342,40.1128162418756,41.3330322710915
"72",115.277698924765,-8.58016133308411,345,41.0313329479472,41.3284732340973
"73",115.277641089633,-8.57985908165574,348,43.0254628223985,41.323692627117
"74",115.277554001659,-8.57954836450517,351,41.4983803968506,41.3190816959618
"75",115.27747512795,-8.57924728654325,354,40.0382808314645,41.3146329980916
"76",115.27740413323,-8.57895551249385,357,42.8815486372471,41.3098683815764
"77",115.277333389968,-8.57864177785814,360,46.4524092447884,41.3047070027714
"78",115.277254851535,-8.57830235268921,363,47.5761001401253,41.2994207694225
"79",115.277164243162,-8.57795722782612,366,44.3914613418813,41.294488384829
"80",115.277081513777,-8.57763473410159,369,39.3305529347335,41.2901183233918
"81",115.277011441067,-8.57734819874167,372,38.5496552260738,41.2858350283667
"82",115.276944804937,-8.57706686016172,375,36.8038859679809,41.2817457077035
"83",115.276878420264,-8.57679893262684,378,33.8689249759199,41.2767280891886
"84",115.276779765263,-8.57647493015975,382,31.2004366281302,41.2721058022807
"85",115.276699634269,-8.57617339119315,386,36.2647457584373,41.2680763860853
"86",115.276644481346,-8.57590705621988,389,38.3747088213397,41.2638125295496
"87",115.276567619294,-8.57562969904393,392,38.9683824460722,41.2594827092779
"88",115.276486985385,-8.57534877955914,395,34.2591638608248,41.2544072775948
"89",115.276409368962,-8.57501509599388,399,28.1530272616222,41.2502364587412
"90",115.276368381456,-8.57473656535149,403,29.5055111810322,41.2458652718996
"91",115.276339296252,-8.57444294728339,407,32.4671534478885,41.2410553232406
"92",115.276299314573,-8.57412074692547,411,35.3030995402904,41.2358252344198
"93",115.27624852024,-8.57377138920128,415,47.6798256730692,41.2305274760117
"94",115.276171239093,-8.57342224102467,418,36.8952809903855,41.2264280003461
"95",115.27609705925,-8.5731556545943,421,31.9357476530711,41.2216967784716
"96",115.276010809466,-8.57284816447645,425,24.5098601428908,41.2171579154822
"97",115.275933695957,-8.57255165465176,430,26.9753706242891,41.2121624764777
"98",115.275847278535,-8.57222572434694,435,31.7667804897239,41.2074562867755
"99",115.275772009045,-8.57191710267216,439,35.0215715109497,41.2022679058109
"100",115.275697661564,-8.57157486956567,443,35.4020682450428,41.1970231549598
"101",115.275614345446,-8.57123079244047,447,36.3604881241848,41.1929831007238
"102",115.275560114533,-8.57096353545785,450,38.7238302459675,41.1886804529187
"103",115.275487694889,-8.57068228069693,453,37.4199533981414,41.1845226803189
"104",115.275435559452,-8.57040651608258,456,34.7671939719653,41.1793719849156
"105",115.275361044332,-8.57006692327559,460,34.8149047969341,41.174214221242
"106",115.275283595547,-8.56972749810666,464,33.8756918851139,41.169195600222
"107",115.275194579735,-8.56940064579248,468,29.0789800069506,41.1648876031839
"108",115.275129955262,-8.56911712791771,472,27.6003627637893,41.1607986605522
"109",115.275049405172,-8.56885313987732,476,23.2825514636984,41.1564870769478
"110",115.274979332462,-8.56857066974044,481,25.5327314876859,41.151758793339
"111",115.274893669412,-8.56826322153211,486,9.17323233287835,41.1473420518454
"112",115.274837007746,-8.56797052547336,499,23.0931753811554,41.1430655378859
"113",115.274777328596,-8.56768809724599,504,30.0042163386715,41.1386204687987
"114",115.274715973064,-8.56739439535886,508,32.1594051080686,41.1338561124864
"115",115.274623855948,-8.56708627659827,512,28.896033441219,41.1295752186433
"116",115.274552609771,-8.56680623721331,516,25.5730001414725,41.1248394778763
"117",115.274506593123,-8.56648990418762,521,25.7129021534654,41.1200778293294
"118",115.274422187358,-8.56617977377027,526,45.443583980142,41.1150285422205
"119",115.274331914261,-8.56585111934692,529,35.250729324257,41.1098062119502
"120",115.274247089401,-8.56550897005945,533,34.0322365008233,41.1047643991353
"121",115.274167461321,-8.56517809443176,537,30.5655325230992,41.1002361720948
"122",115.274100489914,-8.56487986631691,541,25.8830225329678,41.0954430197739
"123",115.2740255557,-8.56456512585282,546,22.7219092327536,41.0912352588049
"124",115.273945173249,-8.56429271399975,551,24.6015928557324,41.086679408276
"125",115.273885661736,-8.56399100739509,556,24.5005157908856,41.0821422757222
"126",115.273818187416,-8.56369227636606,561,23.1972444808743,41.0778464897072
"127",115.273745348677,-8.56341160833836,566,26.8204600356111,41.0728797378488
"128",115.273677706718,-8.56308324728161,571,21.9922956331339,41.0688070905093
"129",115.273618781939,-8.56281473301351,576,22.2658797694475,41.0638591172272
"130",115.273546613753,-8.56248863507062,582,22.3984221569409,41.0588816900812
"131",115.273478049785,-8.56215972919017,588,30.8899470645271,41.0543054016272
"132",115.273396326229,-8.56186183635145,592,31.2157975443529,41.049680839028
"133",115.273343268782,-8.56155422050506,596,38.4433881052596,41.0454093514608
"134",115.273288618773,-8.56127112172544,599,43.808986258529,41.0405416863209
"135",115.27320664376,-8.56095294468105,602,46.4029726462356,41.0353858004714
"136",115.273113772273,-8.56061754282564,605,33.3009450229228,41.0304523271346
"137",115.273040095344,-8.56029278598726,609,67.9362430014181,41.0254200128382
"138",115.272972704843,-8.55995985679328,611,45.451507478267,41.0203698453406
"139",115.27290279977,-8.55962621513754,614,44.9358966654885,41.0153769679334
"140",115.272832559422,-8.55929659679532,617,44.7438832094802,41.0104054253545
"141",115.272771371529,-8.55896664317697,620,46.4157884803762,41.0052481155234
"142",115.272714542225,-8.55862319469452,623,44.8456854982364,41.0002652615791
"143",115.272645391524,-8.55829403735697,626,30.9880150585257,40.9956744445334
"144",115.272587975487,-8.55798952281475,630,57.5070623886379,40.9914146621343
"145",115.272524021566,-8.55770919006318,632,27.1961918188223,40.9873855966796
"146",115.272466605529,-8.55744335800409,636,32.9585172578172,40.9825028533822
"147",115.272413128987,-8.55711814016104,640,36.3419015015576,40.9784648643265
"148",115.272351102903,-8.55685272719711,643,26.820093503637,40.9734981803443
"149",115.272338781506,-8.55651770252734,648,42.1473878978358,40.9688151372445
"150",115.272329058498,-8.55620174668729,651,33.4475025489614,40.9638599516817
"151",115.27235143818,-8.55586802121252,655,27.2637249116834,40.9598208813244
"152",115.27236350812,-8.55559565126896,659,44.7730830185194,40.9548460943224
"153",115.272378930822,-8.55526020750403,662,31.8437737723361,40.950128498208
"154",115.272425366566,-8.55494517367333,666,28.390843698777,40.9448709345601
"155",115.272457553074,-8.5545917507261,671,42.1586029190962,40.9401866453468
"156",115.27247347869,-8.55427596252412,674,34.3733144622643,40.9350943024635
"157",115.272482447326,-8.5539323464036,678,36.9460672432099,40.9309891838809
"158",115.272478256375,-8.55365528259426,681,39.5244608793463,40.9265975771166
"159",115.272487141192,-8.55335898231715,684,29.9370948344476,40.9221624519559
"160",115.272484542802,-8.55305962264538,688,57.4549669521334,40.917906528478
"161",115.272480603307,-8.55277237482369,690,31.6461251815329,40.9132182136363
"162",115.272479346022,-8.55245591606945,694,23.2363160768427,40.9080545878414
"163",115.272470628843,-8.55210748035461,700,46.7532577742197,40.9028597814221
"164",115.27245872654,-8.55175703298301,703,39.4287417771133,40.8984788101135
"165",115.272451601923,-8.55146140325814,706,36.8230178793439,40.8943873636824
"166",115.272435843945,-8.55118568055332,709,27.951406066207,40.8892111773739
"167",115.27241723612,-8.5508367838338,714,34.1841141539713,40.8841468641659
"168",115.2723929286,-8.55049580801278,718,24.7986732821578,40.8795545172618
"169",115.272384881973,-8.55018592905253,723,0.664415784369305,40.8764539102681
"170",115.2723052,-8.5499924,849,4.45905944234236,40.8744721060715
"171",115.2723269,-8.5501244,861,2.56121294801549,40.8728594905116
"172",115.2723624,-8.5500215,878,0.262220001870852,40.8716066616138
"173",115.2722838,-8.5500527,1007,2.24392488583318,40.8710249033101
"174",115.272320676595,-8.55003920383751,1014,1.24525294645087,40.8705636985151
"175",115.272350180894,-8.55002927128226,1024,2.87955206590476,40.8694971977499
"176",115.272415559739,-8.54999913834035,1034,14.0105837016746,40.8653459136902
"177",115.272422600538,-8.54971901513636,1042,20.0572885120321,40.8608887384653
"178",115.272409524769,-8.54941844008863,1048,39.7229918237822,40.8564750727071
"179",115.272384211421,-8.54912159498781,1051,24.8907318838974,40.8518656779138
"180",115.272357724607,-8.54881159029901,1056,32.5447500130569,40.8470442334674
"181",115.272337859496,-8.5484867496416,1060,35.2156163039437,40.8418271051261
"182",115.272342637181,-8.54813462588936,1064,38.6903392506046,40.8375281785426
"183",115.272347331047,-8.54784448631108,1067,54.3492064186761,40.8335023114005
"184",115.272332159802,-8.54757316410542,1069,28.5728454633011,40.8282110437221
"185",115.272326208651,-8.54721605312079,1074,28.2145593140758,40.8198511742957
"186",115.272230152041,-8.54665999766439,1082,33.8529919388726,40.8148359162307
"187",115.272049941123,-8.54637342039496,1086,57.1075450840012,40.810605727706
"188",115.271919686347,-8.54611932300031,1088,34.5059621176836,40.8054937333182
"189",115.271788174286,-8.5458003077656,1092,30.2206461878427,40.8010166005496
"190",115.271822959185,-8.54550010990351,1096,23.982718276025,40.7965753564244
"191",115.271852631122,-8.54520179796964,1101,37.0177506438534,40.7924622730196
"192",115.271888840944,-8.54492653626949,1104,26.7499036061929,40.7875085871665
"193",115.271948603913,-8.54459754657,1109,25.7104407529378,40.7827473944345
"194",115.271994452924,-8.54427945334464,1114,25.704241153525,40.7779873497765
"195",115.272034099326,-8.543960605748,1119,30.4921958705111,40.7734699874253
"196",115.272081037983,-8.5436593182385,1123,24.7658877549052,40.7688837119151
"197",115.272147590294,-8.5433569829911,1128,13.8939248442437,40.7647669934427
"198",115.272181117907,-8.54308113455772,1136,8.37868159385096,40.7604224918756
"199",115.272216908634,-8.54279007297009,1150,21.2253629075053,40.7557057445628
"200",115.272242641076,-8.54247273411602,1156,14.7357350175275,40.7513396008539
"201",115.272295530885,-8.54218280408531,1164,18.0407126973416,40.7466623790435
"202",115.272336015478,-8.54186969809234,1171,23.3615266235916,40.7423361704095
"203",115.272369459271,-8.54157960042357,1176,22.313188474458,40.7382040984697
"204",115.272419080138,-8.54130513500422,1181,26.5909888903888,40.7332798412678
"205",115.272459229454,-8.54097518138587,1186,25.763771441708,40.7285087724823
"206",115.272480854765,-8.54065386112779,1191,20.151827044025,40.7240305886948
"207",115.272518321872,-8.5403539147228,1197,25.0690004654983,40.7193881812012
"208",115.272555956617,-8.54004282038659,1202,26.4814501223169,40.7144842089563
"209",115.27259292081,-8.53971387259662,1207,25.1803828891335,40.7098211750879
"210",115.272624269128,-8.53940068278462,1212,27.5231328735591,40.7057436739215
"211",115.272653941065,-8.53912705555558,1216,27.2671400749621,40.7017040976141
"212",115.272689061239,-8.53885665535927,1220,27.8123739082137,40.697583745924
